variant_id,shopify_gid,product_id,product_gid,product_title,variant_title,handle,status,sku,barcode,variant_created_at,retail_price,current_cost,inventory_quantity,inventory_tracked,shopify_vendor,product_type,active,source_snapshot,last_synced_at
41156900028491,,7262859886667,,Butternut Pinot Noir,750ML,butternut-pinot-noir,ACTIVE,,851919004128,2024-11-24 22:03:29,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41156900061259,,7262859919435,,Canard-Duchene Brut,750ML,canard-duchene-brut,ACTIVE,,664941002594,2024-11-24 22:03:30,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41156900094027,,7262859952203,,Cannonball Cabernet Sauvignon California,750ML,cannonball-cabernet-sauvignon-california,ACTIVE,,896499001105,2024-11-24 22:03:31,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41156900159563,,7262860017739,,Caparzo Rosso di Montalcino,750ML,caparzo-rosso-di-montalcino,ACTIVE,,089419002065,2024-11-24 22:03:32,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41156900192331,,7262860050507,,Caparzo Toscana Sangiovese,750ML,caparzo-toscana-sangiovese,ACTIVE,,089419002102,2024-11-24 22:03:33,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41156900225099,,7262860083275,,Carpineto Brunello di Montalcino,750ML,carpineto-brunello-di-montalcino,ACTIVE,,080175199594,2024-11-24 22:03:34,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41156900257867,,7262860116043,,Carpineto Toscana Dogajolo Rosso,750ML,carpineto-toscana-dogajolo-rosso,ACTIVE,,080175593750,2024-11-24 22:03:35,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41156900323403,,7262860181579,,Casa Azul Organic Reposado Tequila,750ML,casa-azul-organic-reposado-tequila-100-puro-de-agave,ACTIVE,,810095790089,2024-11-24 22:03:36,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41156900388939,,7262860247115,,Cavit Pinot Grigio,750ML,cavit-pinot-grigio-delle-venezie-doc,ACTIVE,,086785000084,2024-11-24 22:03:38,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41156900454475,,7262860279883,,Dead Rabbit Irish Whiskey,750ML,dead-rabbit-irish-whiskey,ACTIVE,,736040545620,2024-11-24 22:03:39,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41156900487243,,7262860312651,,Decoy Cabernet Sauvignon,750ML,decoy-cabernet-sauvignon-california,ACTIVE,,669576019269,2024-11-24 22:03:40,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41156900520011,,7262860345419,,Decoy Chardonnay California,750ML,decoy-chardonnay-california,ACTIVE,,669576019245,2024-11-24 22:03:41,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41156900552779,,7262860378187,,Decoy Limited Cabernet Sauvignon Alexander Valley,750ML,decoy-limited-cabernet-sauvignon-alexander-valley,ACTIVE,,669576020449,2024-11-24 22:03:42,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41156900585547,,7262860410955,,Decoy Limited Pinot Noir Sonoma Coast,750ML,decoy-limited-pinot-noir-sonoma-coast,ACTIVE,,669576020784,2024-11-24 22:03:43,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41156900618315,,7262860443723,,Decoy Pinot Noir California,750ML,decoy-pinot-noir-california,ACTIVE,,669576019221,2024-11-24 22:03:44,,,,,,,1,variant_audit_2026-07-22,2026-07-22
